Date,GBPUSD=X,GLD,SPY,USO,VIX
2015-10-08,1.5315576791763306,109.13999938964844,169.52435302734375,128.32000732421875,17.420000076293945
2015-10-09,1.535131573677063,110.87000274658203,169.6254119873047,127.91999816894531,17.079999923706055
2015-10-12,1.5323086977005005,111.30999755859375,169.78549194335938,122.4800033569336,16.170000076293945
2015-10-13,1.5337893962860107,111.86000061035156,168.71546936035156,120.4800033569336,17.670000076293945
2015-10-14,1.5258090496063232,113.80999755859375,167.90663146972656,120.4000015258789,18.030000686645508
2015-10-15,1.5480115413665771,113.29000091552734,170.48477172851562,121.04000091552734,16.049999237060547
2015-10-16,1.5471972227096558,112.48999786376953,171.25987243652344,121.76000213623047,15.050000190734863
2015-10-19,1.543805480003357,112.0199966430664,171.34414672851562,118.63999938964844,14.979999542236328
2015-10-20,1.5471972227096558,112.7300033569336,171.1250762939453,117.83999633789062,15.75
2015-10-21,1.5449025630950928,111.7300033569336,170.0635528564453,115.44000244140625,16.700000762939453
2015-10-22,1.5424481630325317,111.69000244140625,172.93646240234375,116.08000183105469,14.449999809265137
2015-10-23,1.5383669137954712,111.5,174.8321990966797,114.16000366210938,14.460000038146973
2015-10-26,1.531745433807373,111.43000030517578,174.40248107910156,112.08000183105469,15.289999961853027
2015-10-27,1.5357915163040161,111.68000030517578,174.06549072265625,110.55999755859375,15.430000305175781
2015-10-28,1.5312998294830322,110.77999877929688,176.04541015625,117.5199966430664,14.329999923706055
2015-10-29,1.5271838903427124,109.72000122070312,175.94435119628906,117.04000091552734,14.609999656677246
2015-10-30,1.532379150390625,109.30000305175781,175.18606567382812,118.4800033569336,15.069999694824219
2015-11-02,1.5441631078720093,108.58999633789062,177.25863647460938,118.0,14.149999618530273
2015-11-03,1.542400598526001,106.9800033569336,177.7726287841797,122.23999786376953,14.539999961853027
2015-11-04,1.5419248342514038,105.97000122070312,177.2334442138672,118.80000305175781,15.510000228881836
2015-11-05,1.5390061140060425,105.63999938964844,177.05645751953125,115.83999633789062,15.050000190734863
2015-11-06,1.5210051536560059,104.0999984741211,176.9637451171875,113.83999633789062,14.329999923706055
2015-11-09,1.5055025815963745,104.4000015258789,175.31243896484375,112.63999938964844,16.520000457763672
2015-11-10,1.5121043920516968,104.18000030517578,175.71685791015625,112.72000122070312,15.289999961853027
2015-11-11,1.5138899087905884,103.83000183105469,175.02597045898438,110.08000183105469,16.059999465942383
2015-11-12,1.522510290145874,103.8499984741211,172.5826416015625,106.80000305175781,18.3700008392334
2015-11-13,1.5234612226486206,103.55999755859375,170.6448516845703,104.4800033569336,20.079999923706055
2015-11-16,1.5217920541763306,103.70999908447266,173.23977661132812,107.12000274658203,18.15999984741211
2015-11-17,1.5204963684082031,102.33999633789062,173.1134490966797,104.08000183105469,18.84000015258789
2015-11-18,1.5220005512237549,102.43000030517578,175.86012268066406,104.4000015258789,16.850000381469727
2015-11-19,1.5239256620407104,103.55999755859375,175.70843505859375,103.68000030517578,16.989999771118164
2015-11-20,1.5288182497024536,103.08999633789062,176.3486785888672,103.44000244140625,15.470000267028809
2015-11-23,1.518994927406311,102.26000213623047,176.1465301513672,104.16000366210938,15.619999885559082
2015-11-24,1.5129051208496094,102.94000244140625,176.3824462890625,106.55999755859375,15.930000305175781
2015-11-25,1.5085914134979248,102.45999908447266,176.357177734375,107.12000274658203,15.1899995803833
2015-11-26,1.512355923652649,,,,
2015-11-27,1.5099810361862183,101.25,176.5593719482422,104.23999786376953,15.119999885559082
2015-11-30,1.5038950443267822,101.91999816894531,175.82638549804688,103.44000244140625,16.1299991607666
2015-12-01,1.5057973861694336,102.27999877929688,177.50299072265625,103.5999984741211,14.670000076293945
